wav,affect,length,predictions
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F030.wav,Anger,7.9399375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F031.wav,Sadness,9.17,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F032.wav,Anger,6.5699375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F033.wav,Sadness,2.045,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F034.wav,Surprise,2.57,Neutral
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F035.wav,Surprise,3.377375,Neutral
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F036.wav,Anger,5.775,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F037.wav,Anger,3.4099375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F038.wav,Anger,5.765625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F039.wav,Anger,2.9224375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F040.wav,Anger,11.8625,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F041.wav,Anger,2.86,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F042.wav,Sadness,3.861,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F043.wav,Disgust,3.151,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M000.wav,Neutral,3.32125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M001.wav,Sadness,3.3140625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M002.wav,Neutral,6.135,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M003.wav,Sadness,6.34,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M004.wav,Sadness,4.97,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M005.wav,Sadness,5.1199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M006.wav,Sadness,2.0063125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M007.wav,Sadness,2.9259375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M009.wav,Sadness,7.952625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M015.wav,Sadness,10.68,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M016.wav,Sadness,1.725,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M017.wav,Happiness,3.68,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M018.wav,Neutral,2.55,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M020.wav,Anger,12.428875,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M021.wav,Anger,3.05,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M023.wav,Anger,2.3499375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M024.wav,Sadness,3.614625,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M025.wav,Sadness,9.33,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M026.wav,Sadness,4.46,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M029.wav,Sadness,2.0199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M032.wav,Anger,4.9325,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M033.wav,Anger,2.738375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M034.wav,Anger,4.3,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M035.wav,Anger,11.1899375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M036.wav,Sadness,2.699,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M037.wav,Neutral,2.9499375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M038.wav,Sadness,2.6799375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M039.wav,Sadness,2.33,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M040.wav,Sadness,2.1525,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M041.wav,Anger,2.6499375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_M042.wav,Sadness,4.6890625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F000.wav,Neutral,1.9455625,Neutral
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F001.wav,Neutral,1.3824375,Disgust
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F002.wav,Neutral,3.13025,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F003.wav,Anger,1.4975,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F004.wav,Anger,3.41425,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F005.wav,Neutral,4.0299375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F010.wav,Anger,2.92,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F012.wav,Anger,2.75,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_F014.wav,Neutral,5.07,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M009.wav,Neutral,7.49,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M012.wav,Neutral,2.8199375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M013.wav,Anger,6.0299375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F000.wav,Neutral,2.5845,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F001.wav,Neutral,3.1275,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F002.wav,Neutral,2.3199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F003.wav,Sadness,2.79,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F004.wav,Sadness,2.8429375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F005.wav,Sadness,2.0654375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F006.wav,Sadness,2.528375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F007.wav,Neutral,2.2138125,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F008.wav,Neutral,1.8999375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F009.wav,Neutral,3.97,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F010.wav,Neutral,4.3675,Disgust
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F011.wav,Neutral,1.54,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F012.wav,Neutral,1.3625,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F013.wav,Neutral,2.9499375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F014.wav,Neutral,1.3724375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F015.wav,Neutral,1.2175,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F016.wav,Neutral,1.8399375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F017.wav,Neutral,2.4449375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F018.wav,Neutral,2.34,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F019.wav,Neutral,4.1924375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F020.wav,Neutral,3.0593125,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F021.wav,Neutral,2.0046875,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F022.wav,Neutral,1.9499375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F023.wav,Neutral,1.99,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F024.wav,Neutral,2.792375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F025.wav,Neutral,1.8570625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F026.wav,Neutral,2.9713125,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F027.wav,Neutral,2.1099375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_F028.wav,Neutral,3.5921875,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M000.wav,Sadness,4.0466875,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M001.wav,Sadness,3.709125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M002.wav,Sadness,4.3018125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M003.wav,Sadness,3.6,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M004.wav,Sadness,3.8899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M005.wav,Sadness,3.4625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M006.wav,Sadness,15.5799375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M007.wav,Sadness,4.0,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M008.wav,Sadness,4.2680625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M009.wav,Sadness,3.3705,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M010.wav,Sadness,3.481375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M011.wav,Sadness,6.595,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M012.wav,Sadness,1.457125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M013.wav,Sadness,5.1324375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M014.wav,Sadness,3.3199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M015.wav,Sadness,5.0199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M016.wav,Sadness,2.2624375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M017.wav,Sadness,23.74,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M018.wav,Sadness,3.8799375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M019.wav,Sadness,2.85,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M020.wav,Sadness,1.3899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M021.wav,Sadness,2.1299375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M022.wav,Sadness,3.0523125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M023.wav,Sadness,2.952625,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M024.wav,Sadness,4.3799375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M025.wav,Sadness,1.34,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M026.wav,Sadness,2.922125,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M027.wav,Sadness,2.0099375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M028.wav,Sadness,4.35925,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M029.wav,Sadness,2.1899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M030.wav,Sadness,6.72,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F012.wav,Neutral,1.79,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F017.wav,Neutral,3.98,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F018.wav,Neutral,7.8399375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F019.wav,Neutral,4.045,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F020.wav,Neutral,2.38,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F021.wav,Neutral,2.82,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F022.wav,Neutral,6.6499375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F023.wav,Neutral,2.8384375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M005.wav,Anger,13.75,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M014.wav,Anger,1.28,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M018.wav,Anger,7.74,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M019.wav,Anger,3.46,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M020.wav,Anger,2.09,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M021.wav,Neutral,1.66,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_M023.wav,Anger,6.303,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F000.wav,Neutral,3.39625,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F001.wav,Surprise,2.8299375,Neutral
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F002.wav,Surprise,3.1099375,Neutral
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F003.wav,Surprise,3.2,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F004.wav,Surprise,2.2725,Neutral
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F005.wav,Anger,3.3249375,Sadness
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F007.wav,Anger,3.1299375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F009.wav,Sadness,3.3,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F010.wav,Sadness,3.2599375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F011.wav,Sadness,5.6299375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F012.wav,Sadness,2.2874375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F013.wav,Sadness,4.0599375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F014.wav,Happiness,2.6083125,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F015.wav,Sadness,2.6899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F016.wav,Happiness,2.86,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F017.wav,Happiness,4.9399375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F018.wav,Happiness,4.82,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F019.wav,Sadness,2.2924375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F020.wav,Happiness,4.86,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_F021.wav,Happiness,2.2049375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M000.wav,Neutral,3.30175,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M001.wav,Sadness,3.7599375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M002.wav,Sadness,4.3,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M003.wav,Sadness,2.7149375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M004.wav,Sadness,2.72,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M005.wav,Sadness,1.9275,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M006.wav,Sadness,2.4399375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M007.wav,Sadness,8.5199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M008.wav,Surprise,4.0199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M009.wav,Sadness,2.9225,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M010.wav,Sadness,2.68,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M011.wav,Sadness,4.1899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M012.wav,Sadness,1.8299375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M013.wav,Sadness,4.425,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M014.wav,Sadness,8.34,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M015.wav,Sadness,2.2824375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M016.wav,Sadness,4.3899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M017.wav,Sadness,6.68,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M018.wav,Sadness,3.1899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M019.wav,Sadness,3.5199375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M020.wav,Sadness,2.0799375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M021.wav,Sadness,3.7599375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M022.wav,Sadness,2.07,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M023.wav,Sadness,5.31,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M024.wav,Fear,2.73,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro02/Ses01M_impro02_M025.wav,Sadness,2.4499375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F033.wav,Happiness,2.3499375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F034.wav,Happiness,10.3074375,Disgust
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F000.wav,Neutral,2.669375,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F001.wav,Neutral,1.853,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F002.wav,Neutral,1.854,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F003.wav,Neutral,3.2165,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F004.wav,Neutral,2.75,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F005.wav,Neutral,3.3,Anger
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F006.wav,Neutral,6.5899375,Surprise
IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro04/Ses01M_impro04_F007.wav,Neutral,3.3199375,Anger
