user_id,age,consent_commercial,consent_research,current_language,described_identity,first_language,gender,phone_model,audio_id,affect,last_modified,phone_position,script,file_location,predictions
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_4254ee42-32ac-4478-a1e4-5d67bb7f5649.wav,neutral,"Tue, 02 Aug 2022 04:16:17 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,wolf ring lights are fantastic,shout-data/test-data/shout_data_4254ee42-32ac-4478-a1e4-5d67bb7f5649/final/chunkb.wav,anger
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_4254ee42-32ac-4478-a1e4-5d67bb7f5649.wav,neutral,"Tue, 02 Aug 2022 04:16:17 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,wolf ring lights are fantastic,shout-data/test-data/shout_data_4254ee42-32ac-4478-a1e4-5d67bb7f5649/final/chunkc.wav,anger
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193.wav,disgust,"Tue, 02 Aug 2022 04:16:06 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,snow meteor down the chimney,shout-data/test-data/shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193/final/chunka.wav,neutral
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193.wav,disgust,"Tue, 02 Aug 2022 04:16:06 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,snow meteor down the chimney,shout-data/test-data/shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193/final/chunkb.wav,anger
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193.wav,disgust,"Tue, 02 Aug 2022 04:16:06 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,snow meteor down the chimney,shout-data/test-data/shout_data_4025d13d-d5c1-47ac-9153-3d2e45d1b193/final/chunkc.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_c42f2c06-1775-4b3a-89b2-48c86321c7c4.wav,joy,"Tue, 02 Aug 2022 04:26:28 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,zebra cats walking on lamps,shout-data/test-data/shout_data_c42f2c06-1775-4b3a-89b2-48c86321c7c4/final/chunk00.wav,surprise
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_c42f2c06-1775-4b3a-89b2-48c86321c7c4.wav,joy,"Tue, 02 Aug 2022 04:26:28 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,zebra cats walking on lamps,shout-data/test-data/shout_data_c42f2c06-1775-4b3a-89b2-48c86321c7c4/final/chunk20.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_c42f2c06-1775-4b3a-89b2-48c86321c7c4.wav,joy,"Tue, 02 Aug 2022 04:26:28 +0000",Place phone 1-2 meters away face down on a soft surface 10/19,zebra cats walking on lamps,shout-data/test-data/shout_data_c42f2c06-1775-4b3a-89b2-48c86321c7c4/final/chunk30.wav,anger
user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,English,,Hindi,Woman,iPhone XR,shout_data_f6bdaf8b-98c5-4730-be0e-0330a4d778e7.wav,sadness,"Tue, 02 Aug 2022 04:30:18 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,five special guest treasures,shout-data/test-data/shout_data_f6bdaf8b-98c5-4730-be0e-0330a4d778e7/final/chunk00.wav,surprise
user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,English,,Hindi,Woman,iPhone XR,shout_data_f6bdaf8b-98c5-4730-be0e-0330a4d778e7.wav,sadness,"Tue, 02 Aug 2022 04:30:18 +0000",Place phone 1-2 meters away face down on a hard surface 9/19,five special guest treasures,shout-data/test-data/shout_data_f6bdaf8b-98c5-4730-be0e-0330a4d778e7/final/chunk20.wav,anger
user_8df227ec-8e51-4111-b3ee-ac2c5fc90500,25-39,t,t,English,,English ,Man,iPhone 11,shout_data_8037bd53-482d-480a-8ef2-3b11ff6d4a1a.wav,anger,"Tue, 02 Aug 2022 04:20:52 +0000",Hold your phone next to your hip with the back of phone on your palm 4/19,the thunder break craze,shout-data/test-data/shout_data_8037bd53-482d-480a-8ef2-3b11ff6d4a1a/final/chunkc.wav,anger
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,fear,"Tue, 02 Aug 2022 04:30:24 +0000",Place your phone in a bag and hold it next to your hip 7/19,banana and mustard sandwiches,shout-data/test-data/shout_data_f909e947-6e46-41b0-b524-7004474f86b2/final/chunka.wav,neutral
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,fear,"Tue, 02 Aug 2022 04:30:24 +0000",Place your phone in a bag and hold it next to your hip 7/19,banana and mustard sandwiches,shout-data/test-data/shout_data_f909e947-6e46-41b0-b524-7004474f86b2/final/chunkb.wav,anger
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_f909e947-6e46-41b0-b524-7004474f86b2.wav,fear,"Tue, 02 Aug 2022 04:30:24 +0000",Place your phone in a bag and hold it next to your hip 7/19,banana and mustard sandwiches,shout-data/test-data/shout_data_f909e947-6e46-41b0-b524-7004474f86b2/final/chunkc.wav,anger
user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,English,,Hindi,Woman,iPhone XR,shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666.wav,fear,"Tue, 02 Aug 2022 04:30:03 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,snow meteor down the chimney,shout-data/test-data/shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666/final/chunka.wav,neutral
user_ea623111-8a10-45da-a7cc-7fbf32b1e454,25-39,t,t,English,,Hindi,Woman,iPhone XR,shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666.wav,fear,"Tue, 02 Aug 2022 04:30:03 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,snow meteor down the chimney,shout-data/test-data/shout_data_f3171dc7-9647-4f29-8aae-1b781ae13666/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_7ceee138-1ed4-445a-adc0-ab91fbc3cf1b.wav,joy,"Tue, 02 Aug 2022 04:20:39 +0000",Hold your phone next to your face with your hand covering the mic 3/19,ripped ocean jumper,shout-data/test-data/shout_data_7ceee138-1ed4-445a-adc0-ab91fbc3cf1b/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_7ceee138-1ed4-445a-adc0-ab91fbc3cf1b.wav,joy,"Tue, 02 Aug 2022 04:20:39 +0000",Hold your phone next to your face with your hand covering the mic 3/19,ripped ocean jumper,shout-data/test-data/shout_data_7ceee138-1ed4-445a-adc0-ab91fbc3cf1b/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_7ceee138-1ed4-445a-adc0-ab91fbc3cf1b.wav,joy,"Tue, 02 Aug 2022 04:20:39 +0000",Hold your phone next to your face with your hand covering the mic 3/19,ripped ocean jumper,shout-data/test-data/shout_data_7ceee138-1ed4-445a-adc0-ab91fbc3cf1b/final/chunkc.wav,anger
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_78d1a5a3-1438-4f8d-9df3-7559bd1d85d3.wav,disgust,"Tue, 02 Aug 2022 04:20:22 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,birds make new jingles,shout-data/test-data/shout_data_78d1a5a3-1438-4f8d-9df3-7559bd1d85d3/final/chunka.wav,neutral
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_76ce5154-0d27-4baf-b105-e7bbde187b95.wav,fear,"Tue, 02 Aug 2022 04:20:12 +0000",Place your phone in a bag and hold it next to your hip 7/19,banana and mustard sandwiches,shout-data/test-data/shout_data_76ce5154-0d27-4baf-b105-e7bbde187b95/final/chunka.wav,neutral
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_76ce5154-0d27-4baf-b105-e7bbde187b95.wav,fear,"Tue, 02 Aug 2022 04:20:12 +0000",Place your phone in a bag and hold it next to your hip 7/19,banana and mustard sandwiches,shout-data/test-data/shout_data_76ce5154-0d27-4baf-b105-e7bbde187b95/final/chunkb.wav,anger
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_7566e4c1-da1e-4635-8251-996776811fc3.wav,surprise,"Tue, 02 Aug 2022 04:20:08 +0000",Hold your phone next to your face with your hand covering the mic 3/19,snow meteor down the chimney,shout-data/test-data/shout_data_7566e4c1-da1e-4635-8251-996776811fc3/final/chunka.wav,neutral
user_79a0d5bf-888e-4ea6-bc56-a96c59ab9c57,40-60,t,t,English ,,English ,Woman,Iphone11,shout_data_f954f91b-ba7b-4b27-804c-9cc0e042d65e.wav,joy,"Tue, 02 Aug 2022 04:30:24 +0000",Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,hungry action hippos fruit,shout-data/test-data/shout_data_f954f91b-ba7b-4b27-804c-9cc0e042d65e/final/chunk10.wav,anger
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b.wav,neutral,"Tue, 02 Aug 2022 04:27:22 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,heavy undersea birthday pumpkins,shout-data/test-data/shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b/final/chunk50.wav,neutral
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b.wav,neutral,"Tue, 02 Aug 2022 04:27:22 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,heavy undersea birthday pumpkins,shout-data/test-data/shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b/final/chunk80.wav,anger
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b.wav,neutral,"Tue, 02 Aug 2022 04:27:22 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,heavy undersea birthday pumpkins,shout-data/test-data/shout_data_d2b50a24-a905-48a7-b0e3-e206facf3a9b/final/chunk90.wav,neutral
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11.wav,surprise,"Tue, 02 Aug 2022 04:29:55 +0000",Place phone 1-2 meters away in a bag 11/19,five special guest treasures,shout-data/test-data/shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11/final/chunka.wav,neutral
user_f39f7456-112f-4b99-ad53-9ac2b4dd3204,25-39,t,t,English,,Tagalog,Woman,Iphone11,shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11.wav,surprise,"Tue, 02 Aug 2022 04:29:55 +0000",Place phone 1-2 meters away in a bag 11/19,five special guest treasures,shout-data/test-data/shout_data_f1a272a9-bf82-4fbb-8ca3-a9fbea239f11/final/chunkb.wav,anger
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_f03a201c-28c7-4313-a58f-86adde8f7c03.wav,joy,"Tue, 02 Aug 2022 04:29:49 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,wolf ring lights are fantastic,shout-data/test-data/shout_data_f03a201c-28c7-4313-a58f-86adde8f7c03/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e.wav,disgust,"Tue, 02 Aug 2022 04:25:49 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,the thunder break craze,shout-data/test-data/shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e.wav,disgust,"Tue, 02 Aug 2022 04:25:49 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,the thunder break craze,shout-data/test-data/shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e.wav,disgust,"Tue, 02 Aug 2022 04:25:49 +0000",Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,the thunder break craze,shout-data/test-data/shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e/final/chunkc.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_ee7878cf-7644-41c6-9fc3-1350603d3bd0.wav,joy,"Tue, 02 Aug 2022 04:29:42 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,ripped ocean jumper,shout-data/test-data/shout_data_ee7878cf-7644-41c6-9fc3-1350603d3bd0/final/chunka.wav,neutral
user_8df227ec-8e51-4111-b3ee-ac2c5fc90500,25-39,t,t,English,,English ,Man,iPhone 11,shout_data_c291dc59-3821-444e-a215-f54a27d93e3b.wav,fear,"Tue, 02 Aug 2022 04:26:18 +0000",Place phone on the opposite side of the room face down on a soft surface 14/19,five dollar slaw onion cure,shout-data/test-data/shout_data_c291dc59-3821-444e-a215-f54a27d93e3b/final/chunka.wav,neutral
user_6ad54616-b536-4d82-9f15-2e78afeaa12d,25-39,t,t,English,,English,Man,Samsung Galaxy A32,shout_data_eb030df4-e991-427d-970f-bf030d5cfb7b.wav,fear,"Tue, 02 Aug 2022 04:29:25 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a hard surface 17/19,five special guest treasures,shout-data/test-data/shout_data_eb030df4-e991-427d-970f-bf030d5cfb7b/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_3a19c613-3938-4d4f-87b1-389132a8b1d2.wav,anger,"Tue, 02 Aug 2022 04:15:33 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,hungry action hippos fruit,shout-data/test-data/shout_data_3a19c613-3938-4d4f-87b1-389132a8b1d2/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_3a19c613-3938-4d4f-87b1-389132a8b1d2.wav,anger,"Tue, 02 Aug 2022 04:15:33 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,hungry action hippos fruit,shout-data/test-data/shout_data_3a19c613-3938-4d4f-87b1-389132a8b1d2/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_3a19c613-3938-4d4f-87b1-389132a8b1d2.wav,anger,"Tue, 02 Aug 2022 04:15:33 +0000",Hold your phone next to your hip with your hand covering the mic 5/19,hungry action hippos fruit,shout-data/test-data/shout_data_3a19c613-3938-4d4f-87b1-389132a8b1d2/final/chunkc.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_7262cce8-f763-4279-a945-0eb54dac7550.wav,joy,"Tue, 02 Aug 2022 04:19:49 +0000",Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,shout-data/test-data/shout_data_7262cce8-f763-4279-a945-0eb54dac7550/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_7262cce8-f763-4279-a945-0eb54dac7550.wav,joy,"Tue, 02 Aug 2022 04:19:49 +0000",Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,shout-data/test-data/shout_data_7262cce8-f763-4279-a945-0eb54dac7550/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_7262cce8-f763-4279-a945-0eb54dac7550.wav,joy,"Tue, 02 Aug 2022 04:19:49 +0000",Place phone 1-2 meters away in a bag 11/19,join the Ear Look club,shout-data/test-data/shout_data_7262cce8-f763-4279-a945-0eb54dac7550/final/chunkc.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_337f77c7-0504-4cdd-bc3b-a1f2b55ea2df.wav,joy,"Tue, 02 Aug 2022 04:15:02 +0000",Place phone 1-2 meters away in a bag 11/19,birds make new jingles,shout-data/test-data/shout_data_337f77c7-0504-4cdd-bc3b-a1f2b55ea2df/final/chunk10.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_337f77c7-0504-4cdd-bc3b-a1f2b55ea2df.wav,joy,"Tue, 02 Aug 2022 04:15:02 +0000",Place phone 1-2 meters away in a bag 11/19,birds make new jingles,shout-data/test-data/shout_data_337f77c7-0504-4cdd-bc3b-a1f2b55ea2df/final/chunk20.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_337f77c7-0504-4cdd-bc3b-a1f2b55ea2df.wav,joy,"Tue, 02 Aug 2022 04:15:02 +0000",Place phone 1-2 meters away in a bag 11/19,birds make new jingles,shout-data/test-data/shout_data_337f77c7-0504-4cdd-bc3b-a1f2b55ea2df/final/chunk21.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256.wav,disgust,"Tue, 02 Aug 2022 04:19:40 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,heavy undersea birthday pumpkins,shout-data/test-data/shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256/final/chunka.wav,neutral
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256.wav,disgust,"Tue, 02 Aug 2022 04:19:40 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,heavy undersea birthday pumpkins,shout-data/test-data/shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256.wav,disgust,"Tue, 02 Aug 2022 04:19:40 +0000",Place phone as far away as possible while on on the opposite side of a wall from you face down on a soft surface 18/19,heavy undersea birthday pumpkins,shout-data/test-data/shout_data_6f241ac1-3b3d-44d6-b087-48ddac592256/final/chunkc.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_6ce7c2e8-61bf-4c92-9292-9f286bdb822f.wav,surprise,"Tue, 02 Aug 2022 04:19:31 +0000",Place your phone in your pocket 6/19,the thunder break craze,shout-data/test-data/shout_data_6ce7c2e8-61bf-4c92-9292-9f286bdb822f/final/chunk00.wav,surprise
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_6ce7c2e8-61bf-4c92-9292-9f286bdb822f.wav,surprise,"Tue, 02 Aug 2022 04:19:31 +0000",Place your phone in your pocket 6/19,the thunder break craze,shout-data/test-data/shout_data_6ce7c2e8-61bf-4c92-9292-9f286bdb822f/final/chunk30.wav,anger
user_8f04825c-dcf5-4df5-81fa-34219039884b,18-24,t,t,English,,English,Woman,iPhone XR,shout_data_6ce7c2e8-61bf-4c92-9292-9f286bdb822f.wav,surprise,"Tue, 02 Aug 2022 04:19:31 +0000",Place your phone in your pocket 6/19,the thunder break craze,shout-data/test-data/shout_data_6ce7c2e8-61bf-4c92-9292-9f286bdb822f/final/chunk40.wav,surprise
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_6efa6e4c-83bc-4f4c-b3da-95ba1c6485b3.wav,disgust,"Tue, 02 Aug 2022 04:19:38 +0000",Place phone 1-2 meters away face up on any surface 8/19,wolf ring lights are fantastic,shout-data/test-data/shout_data_6efa6e4c-83bc-4f4c-b3da-95ba1c6485b3/final/chunkb.wav,anger
user_ab2aa238-b678-4daa-9a03-0510fc20b4ca,25-39,t,t,English,,English,Man,Samsung Z-Fold 2,shout_data_6efa6e4c-83bc-4f4c-b3da-95ba1c6485b3.wav,disgust,"Tue, 02 Aug 2022 04:19:38 +0000",Place phone 1-2 meters away face up on any surface 8/19,wolf ring lights are fantastic,shout-data/test-data/shout_data_6efa6e4c-83bc-4f4c-b3da-95ba1c6485b3/final/chunkc.wav,anger
user_8df227ec-8e51-4111-b3ee-ac2c5fc90500,25-39,t,t,English,,English ,Man,iPhone 11,shout_data_c291dc59-3821-444e-a215-f54a27d93e3b.wav,fear,"Tue, 02 Aug 2022 04:26:18 +0000",Place phone on the opposite side of the room face down on a soft surface 14/19,five dollar slaw onion cure,shout-data/test-data/shout_data_c291dc59-3821-444e-a215-f54a27d93e3b/final/chunkb.wav,anger
user_8df227ec-8e51-4111-b3ee-ac2c5fc90500,25-39,t,t,English,,English ,Man,iPhone 11,shout_data_c291dc59-3821-444e-a215-f54a27d93e3b.wav,fear,"Tue, 02 Aug 2022 04:26:18 +0000",Place phone on the opposite side of the room face down on a soft surface 14/19,five dollar slaw onion cure,shout-data/test-data/shout_data_c291dc59-3821-444e-a215-f54a27d93e3b/final/chunkc.wav,anger
