wav,affect,length,predictions
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M006.wav,Neutral,7.33,Happiness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M007.wav,Neutral,3.67,Happiness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M008.wav,Neutral,1.2599375,Happiness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M009.wav,Neutral,1.5899375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M010.wav,Neutral,6.85,Happiness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M011.wav,Neutral,3.0599375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M012.wav,Neutral,2.81,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M013.wav,Neutral,3.5299375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M017.wav,Neutral,6.5799375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M018.wav,Neutral,1.46,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M019.wav,Neutral,2.67,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M020.wav,Neutral,8.7799375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M021.wav,Neutral,2.79,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M027.wav,Neutral,2.7799375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M028.wav,Neutral,1.2099375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M029.wav,Neutral,2.1899375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M030.wav,Neutral,3.1541875,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M031.wav,Neutral,0.98,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M032.wav,Neutral,8.6299375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M033.wav,Neutral,10.6399375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M034.wav,Neutral,3.6299375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M035.wav,Neutral,3.1599375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M036.wav,Neutral,4.2199375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M041.wav,Neutral,2.42175,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M042.wav,Neutral,4.938125,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M043.wav,Neutral,2.01,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M044.wav,Neutral,12.0891875,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M045.wav,Neutral,2.05,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M046.wav,Neutral,5.7699375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M047.wav,Neutral,5.98,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M048.wav,Neutral,2.2,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M049.wav,Neutral,2.81,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro03/Ses04F_impro03_M050.wav,Neutral,1.9845625,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F004.wav,Anger,2.2099375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F005.wav,Anger,3.4,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F007.wav,Surprise,1.99,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F008.wav,Anger,3.3199375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F009.wav,Anger,23.14,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F012.wav,Anger,9.66,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F013.wav,Anger,5.5699375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F014.wav,Anger,5.87,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F015.wav,Anger,9.67,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F016.wav,Anger,1.99,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F017.wav,Anger,5.56,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F018.wav,Anger,3.0399375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_F019.wav,Anger,9.2399375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M000.wav,Neutral,4.23,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M001.wav,Neutral,2.86,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M002.wav,Neutral,5.97,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M003.wav,Neutral,6.284875,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M004.wav,Neutral,2.5099375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M005.wav,Neutral,2.761125,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M006.wav,Neutral,11.31,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M007.wav,Neutral,4.1299375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M008.wav,Neutral,2.98,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M009.wav,Neutral,4.36,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M010.wav,Neutral,7.27,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M011.wav,Neutral,3.7799375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M012.wav,Neutral,1.73,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M013.wav,Neutral,2.55,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M014.wav,Neutral,6.0299375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M015.wav,Neutral,3.7099375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M016.wav,Neutral,7.9399375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M017.wav,Neutral,5.87,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M018.wav,Neutral,6.5099375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M019.wav,Neutral,2.7799375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M020.wav,Neutral,1.3,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M021.wav,Neutral,4.2,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M022.wav,Neutral,2.3899375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M023.wav,Neutral,2.9599375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro05/Ses04F_impro05_M024.wav,Neutral,4.1599375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F000.wav,Fear,5.0,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F001.wav,Surprise,4.3053125,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F002.wav,Surprise,1.43,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F003.wav,Surprise,3.488125,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F004.wav,Sadness,2.36,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F005.wav,Sadness,2.43,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F006.wav,Sadness,8.8710625,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F007.wav,Sadness,3.246125,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F008.wav,Sadness,1.9599375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F009.wav,Surprise,1.823375,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F010.wav,Surprise,2.35375,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F011.wav,Anger,2.34,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F012.wav,Anger,1.7699375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F013.wav,Anger,3.0599375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F014.wav,Anger,8.25,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F015.wav,Anger,6.4799375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F016.wav,Sadness,1.7799375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F017.wav,Anger,5.2329375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F018.wav,Neutral,2.6976875,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F019.wav,Anger,3.6499375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F020.wav,Sadness,3.046625,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F021.wav,Anger,2.4306875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F022.wav,Anger,4.472125,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F023.wav,Anger,5.5331875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F024.wav,Anger,8.7160625,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F025.wav,Neutral,3.5299375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F026.wav,Anger,2.721,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F027.wav,Anger,4.7799375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F028.wav,Anger,2.99,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F029.wav,Anger,2.67,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F030.wav,Anger,8.2823125,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F032.wav,Anger,7.9461875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F033.wav,Sadness,2.4258125,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F034.wav,Anger,1.6508125,Surprise
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F035.wav,Surprise,2.5489375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F036.wav,Anger,3.43,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F037.wav,Anger,2.4399375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F038.wav,Anger,6.296875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F039.wav,Anger,3.5961875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F040.wav,Anger,4.4099375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F041.wav,Anger,5.37,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F042.wav,Anger,3.7001875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F043.wav,Sadness,3.033,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_F044.wav,Anger,3.5724375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M000.wav,Neutral,1.807125,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M001.wav,Sadness,3.1560625,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M002.wav,Sadness,7.6803125,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M003.wav,Sadness,5.4199375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M004.wav,Sadness,4.54,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M005.wav,Sadness,3.5323125,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M006.wav,Sadness,2.05,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M008.wav,Sadness,4.913125,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M009.wav,Anger,6.4699375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M010.wav,Anger,5.3199375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M011.wav,Sadness,10.6899375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M012.wav,Anger,1.8899375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M013.wav,Anger,5.3899375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M017.wav,Sadness,3.241625,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M018.wav,Anger,2.67,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M019.wav,Anger,2.7498125,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M020.wav,Anger,3.1099375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M021.wav,Anger,6.3079375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M022.wav,Anger,4.0399375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M023.wav,Anger,2.5831875,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M025.wav,Anger,2.493,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M026.wav,Sadness,2.932875,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M027.wav,Anger,5.9499375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M028.wav,Anger,4.3908125,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M029.wav,Anger,2.2599375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M030.wav,Anger,1.72,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M031.wav,Sadness,7.3895625,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M032.wav,Sadness,7.2613125,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M033.wav,Sadness,2.320625,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M034.wav,Anger,6.13675,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M036.wav,Sadness,3.6999375,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M038.wav,Anger,2.6299375,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M039.wav,Anger,6.67,Anger
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M041.wav,Sadness,3.23,Neutral
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M042.wav,Sadness,3.6471875,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M044.wav,Sadness,2.3674375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M045.wav,Sadness,3.5455,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F000.wav,Sadness,3.1765,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F001.wav,Sadness,2.4699375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F002.wav,Sadness,5.28,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F003.wav,Sadness,4.9399375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F004.wav,Neutral,5.376375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F005.wav,Neutral,3.2399375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F006.wav,Sadness,4.5899375,Sadness
IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro06/Ses04M_impro06_F007.wav,Sadness,5.5799375,Sadness
